Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Paperless Billing,Monthly Charges,Total Charges,Churn Value,Churn Score,CLTV,Gender_Male,Multiple Lines_No phone service,Multiple Lines_Yes,Internet Service_Fiber optic,Internet Service_No,Online Security_No internet service,Online Security_Yes,Online Backup_No internet service,Online Backup_Yes,Device Protection_No internet service,Device Protection_Yes,Tech Support_No internet service,Tech Support_Yes,Streaming TV_No internet service,Streaming TV_Yes,Streaming Movies_No internet service,Streaming Movies_Yes,Contract_One year,Contract_Two year,Payment Method_Credit card (automatic),Payment Method_Electronic check,Payment Method_Mailed check
0,1,0,34,1,0,100,3527,0,76,5891,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
0,0,0,16,1,1,80,1248,0,24,5183,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,48,1,1,64,3035,0,45,2545,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
0,1,1,58,1,1,75,4300,0,46,4559,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0
0,1,0,72,1,1,84,6065,0,65,4447,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0
0,0,0,7,1,0,19,144,0,57,4764,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0,0,0,30,1,0,74,2308,0,59,5616,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0
0,1,0,31,1,1,59,1882,0,59,5841,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,0,0,46,1,1,69,3255,0,30,3856,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0
0,1,0,50,1,0,20,1067,0,78,4745,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
0,1,0,28,1,0,76,2065,0,71,2085,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,66,0,1,62,4136,0,57,4165,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
0,1,1,41,1,1,94,3848,0,53,3539,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
1,1,0,72,1,1,111,8022,0,36,4406,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
0,0,0,7,1,0,19,173,0,46,2750,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
0,1,1,38,1,0,20,781,0,43,5587,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0,0,0,44,1,1,106,4510,0,60,4588,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0
0,1,1,47,1,1,113,5317,0,35,3729,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0
0,1,1,53,1,1,92,4779,0,27,4700,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
0,1,0,4,1,0,65,250,0,44,4552,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1,0,0,20,1,1,84,1745,0,70,4915,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,1,0,57,1,1,71,4140,0,40,5462,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0
1,1,0,44,1,1,85,3670,0,45,2672,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
0,0,0,24,1,1,49,1167,0,48,5832,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,1,1,15,0,1,30,469,0,78,5825,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,24,1,0,56,1381,0,42,5128,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,0,0,33,1,0,107,3645,0,33,4800,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
0,1,1,58,1,1,19,1158,0,46,6440,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
0,1,1,72,1,1,95,6954,0,30,4213,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
0,1,0,71,1,0,23,1672,0,77,6166,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
0,1,0,51,1,1,83,4307,0,53,5703,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
1,1,0,72,1,1,84,6141,0,54,4240,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
0,0,1,14,1,0,76,1054,0,33,2045,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0
0,1,1,72,1,0,74,5430,0,25,4703,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
0,1,1,22,0,0,39,849,0,25,3288,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,0,2,1,0,79,151,0,24,5965,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,15,1,0,19,299,0,35,3195,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0,1,1,51,1,0,19,1086,0,40,5974,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
0,1,0,70,0,1,39,2692,0,60,5840,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0
0,1,1,71,1,0,20,1389,0,23,5043,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
0,1,1,39,1,1,99,3767,0,43,4447,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
0,1,1,61,1,0,59,3641,0,53,5381,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,52,1,1,49,2535,0,26,6334,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,64,1,1,108,6880,0,22,4576,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1
0,1,0,62,1,1,60,3753,0,80,4404,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0
0,1,0,30,1,0,19,637,0,28,2347,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
1,1,0,63,1,1,84,5329,0,42,5688,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0
0,0,0,1,1,1,44,44,0,45,5825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,0,15,1,1,103,1539,0,53,5640,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0
0,1,1,27,1,1,80,2209,0,31,5856,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
0,0,1,4,0,1,57,223,0,26,2421,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1
0,1,0,72,1,1,110,7751,0,34,4848,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0
1,1,0,45,1,0,24,1174,0,61,5644,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
1,0,0,45,1,1,97,4385,0,34,4735,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
0,0,0,36,1,1,76,2606,0,38,4771,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
0,0,0,1,1,0,18,18,0,69,4480,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,0,0,16,1,1,74,1261,0,47,5111,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,71,1,1,84,5969,0,21,5619,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
0,1,1,10,1,1,24,253,0,54,4458,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0,1,1,20,1,0,20,400,0,24,4328,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
0,0,0,4,1,0,55,227,0,66,2328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,1,0,29,1,1,84,2357,0,67,2217,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0,0,2,1,0,100,198,0,23,4855,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,0,29,1,0,19,554,0,35,2265,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
0,0,0,13,1,1,20,251,0,54,2486,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
0,1,0,59,1,1,94,5597,0,26,5238,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,1,0,18,1,1,44,768,0,44,2935,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,17,1,0,74,1215,0,22,4451,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
0,1,0,47,1,0,73,3522,0,51,4795,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0
0,1,1,19,1,0,50,910,0,76,5749,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,1,68,0,1,53,3656,0,31,5583,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0
0,1,0,2,1,0,19,52,0,80,4107,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
0,0,0,7,0,1,24,150,0,26,4665,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,0,0,18,1,1,19,389,0,28,2386,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0,1,0,71,1,0,25,1873,0,52,6334,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
1,1,0,13,1,0,93,1261,0,43,5870,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
0,1,0,72,1,1,103,7346,0,45,4655,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0
0,1,1,66,0,1,56,3708,0,46,5748,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0
0,1,1,24,1,1,20,469,0,48,4654,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
0,1,1,56,1,1,24,1385,0,52,5577,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
1,1,0,22,1,0,25,548,0,75,2628,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
0,0,0,42,1,0,59,2536,0,80,3048,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,1,72,1,1,83,6042,0,61,4505,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0
0,0,0,12,1,1,79,958,0,62,3445,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,1,0,71,1,0,24,1730,0,72,4766,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
0,1,0,26,1,0,19,459,0,39,3656,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
0,0,1,7,0,0,29,201,0,56,4236,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,1,6,1,0,45,285,0,51,5450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,0,51,0,1,30,1529,0,21,5045,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,1,72,0,1,65,4664,0,47,4934,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
0,0,0,47,1,0,74,3496,0,75,2831,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1
1,0,0,62,1,1,110,7053,0,43,5166,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0
0,1,1,16,1,0,19,301,0,43,5293,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
0,0,0,6,1,1,49,312,0,75,5552,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,1,1,69,0,1,43,2960,0,73,4479,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0
0,1,0,64,1,1,111,6953,0,55,5455,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
0,0,0,25,1,0,20,541,0,50,2305,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0,0,0,6,1,0,19,116,0,27,3945,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
0,1,0,66,1,0,115,7942,0,42,5845,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0
0,0,0,61,1,0,88,5321,0,79,4730,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
1,1,0,43,1,1,94,4156,0,32,4745,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,0,12,1,0,20,223,0,32,5179,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,0,0,23,0,1,34,768,0,67,2307,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,0,71,0,1,52,3765,0,51,5491,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
0,0,0,34,1,0,65,2157,0,55,5567,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
0,1,0,41,0,0,35,1391,0,80,2954,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
0,1,1,72,1,0,19,1379,0,33,5451,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
1,0,0,14,1,1,95,1273,0,78,3502,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,0,41,1,1,19,810,0,40,3523,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
0,1,1,23,1,0,81,1810,0,80,5939,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,1,1,71,1,0,109,7782,0,61,5737,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
0,1,0,72,1,0,25,1797,0,46,6011,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
0,1,1,6,1,1,69,377,0,62,2651,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,1,23,1,1,20,445,0,62,2170,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
0,0,0,72,1,1,109,7624,0,37,5234,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
0,1,0,7,1,1,50,355,0,42,2547,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,9,1,1,101,906,0,60,2757,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0
0,0,0,12,1,1,89,1057,0,80,4041,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0,0,1,1,1,19,19,0,25,2742,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,1,1,48,0,0,29,1388,0,49,2617,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,20,1,0,78,1641,0,80,2317,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,0,10,1,1,19,185,0,38,4190,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
0,1,1,20,1,0,96,1826,0,26,3222,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
0,1,0,20,1,0,20,417,0,40,4147,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
0,1,1,19,1,0,19,344,0,27,4464,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
0,1,0,22,1,1,104,2180,0,68,2429,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0
0,0,0,35,1,0,80,2835,0,31,3999,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,0,0,1,1,0,45,45,0,48,4131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,39,1,1,73,2730,0,62,3271,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,0,54,1,1,99,5437,0,54,4118,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0
0,0,0,56,1,1,105,5794,0,31,5680,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
0,0,1,18,1,1,45,747,0,75,4403,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,1,16,1,1,79,1267,0,65,3855,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,68,1,1,54,3674,0,45,6309,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
1,1,0,53,1,0,25,1275,0,70,5295,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
0,1,1,72,1,0,84,5893,0,49,6375,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0
0,0,0,9,1,1,75,724,0,70,5212,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,30,1,1,48,1536,0,71,4864,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,18,0,1,35,607,0,32,5381,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
1,1,1,55,1,0,76,4154,0,42,4319,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0
1,0,0,33,1,1,24,847,0,52,5756,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
0,1,0,44,0,0,54,2390,0,64,3222,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0
0,1,1,30,1,0,66,1923,0,80,4631,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0,1,0,71,1,1,20,1493,0,53,4030,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
0,1,0,1,1,0,75,75,0,70,3514,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1,0,23,1,1,104,2184,0,37,5883,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
0,0,1,22,0,1,49,1031,0,28,5941,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0
0,0,1,49,1,0,19,921,0,34,4170,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
0,1,1,42,1,1,92,3875,0,33,5697,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
0,1,1,7,1,0,19,144,0,60,3973,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
0,1,1,67,1,1,100,6689,0,64,5588,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0
0,0,0,15,1,0,95,1451,0,23,4999,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
0,1,0,67,1,1,93,6368,0,59,4001,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
0,1,1,53,1,1,69,3729,0,27,4590,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
0,1,1,21,1,0,19,350,0,47,3243,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
0,1,1,40,1,1,71,2847,0,43,5807,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
0,1,1,22,1,0,20,452,0,59,2258,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
0,0,0,39,0,1,40,1494,0,58,4436,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
0,1,0,2,1,0,20,41,0,74,5761,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0,1,1,57,1,0,19,1272,0,80,4235,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
0,1,1,8,1,1,54,475,0,62,4854,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,1,1,7,1,0,20,150,0,75,4484,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0,0,0,49,1,1,66,3199,0,33,6138,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
0,0,0,65,1,1,89,5844,0,77,6421,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
0,0,0,55,1,0,45,2462,0,39,4055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,71,1,0,86,6263,0,60,6452,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
0,0,0,35,1,1,96,3403,0,37,5154,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1
0,0,0,17,1,1,106,1672,0,25,2754,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
0,1,0,72,1,1,110,7881,0,21,4498,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0
0,1,1,28,1,1,82,2320,0,75,5802,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,1,0,18,1,0,20,370,0,30,4329,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
0,0,0,52,1,1,59,3043,0,40,6107,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
0,1,0,47,1,1,58,2723,0,33,2613,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,23,1,0,49,1081,0,47,4790,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,1,1,66,1,0,65,4097,0,53,5500,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1
0,0,0,8,1,1,73,632,0,61,5777,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,1,71,1,0,113,8166,0,27,6208,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
1,0,0,50,1,1,83,4113,0,68,4977,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,0,46,1,0,65,3047,0,79,2680,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1
0,0,0,66,0,1,61,4193,0,67,4824,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0
0,1,0,42,1,1,85,3729,0,25,2219,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,0,0,5,1,1,75,399,0,40,2296,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0,0,29,1,0,70,1964,0,29,2064,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0
0,1,1,27,1,0,49,1336,0,75,5580,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,1,25,1,0,20,486,0,46,5306,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
0,1,0,57,1,1,103,5925,0,22,5586,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
1,1,0,47,1,0,99,4747,0,67,4787,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
0,0,0,13,1,1,81,1028,0,71,2054,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,1,1,71,1,1,66,4692,0,62,4756,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
0,0,0,1,1,0,19,19,0,38,3666,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
1,0,0,2,1,1,72,154,0,47,5098,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,55,1,1,116,6382,0,58,4222,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
1,0,0,71,1,1,106,7623,0,28,6423,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0
0,1,1,50,1,0,24,1261,0,57,6019,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
0,0,0,1,1,1,89,89,0,28,5579,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,0,5,1,1,19,86,0,27,3056,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0,0,0,66,1,1,104,6779,0,53,4494,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0
0,1,1,49,1,1,87,4345,0,68,4567,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1
1,1,0,3,0,1,30,82,0,27,4133,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,1,66,1,1,25,1714,0,43,5517,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
0,0,1,11,1,0,86,893,0,41,3157,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0,0,28,0,1,30,810,0,31,2653,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
